boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"2","2022000",Bronx,E,"022000","220",BX17,East Tremont,"3705",2253359.4070199998095631599426269531250,11162.4307162999994034180417656898499,Bronx 220,"2243","240","545","0","175","1","1248","34",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2022000",Bronx,E,"022000","220",BX17,East Tremont,"3705",2253359.4070199998095631599426269531250,11162.4307162999994034180417656898499,Bronx 220,"2243","240","545","0","175","1","1248","34",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"1","1002700",Manhattan,I,"002700","27",MN27,Chinatown,"3809",639299.1911850000033155083656311035156,3685.3159820999999283230863511562347,Manhattan 27,"1431","247","0","0","1100","0","33","51",New York-Presbyterian/Lower Manhattan Hospital,"170 William Street, New York, NY 10038",NewYork-Presbyterian,"180","301,941","1968",40.710363200000003,-74.007291699999996
"1","1002900",Manhattan,I,"002900","29",MN27,Chinatown,"3809",3010944.0126000000163912773132324218750,8978.4423343599992222152650356292725,Manhattan 29,"6365","916","706","42","4147","0","258","296",New York-Presbyterian/Lower Manhattan Hospital,"170 William Street, New York, NY 10038",NewYork-Presbyterian,"180","301,941","1968",40.710363200000003,-74.007291699999996
"1","1005502",Manhattan,I,"005502","55.02",MN23,West Village,"3810",1243017.2145000000018626451492309570313,4547.0158745099997759098187088966370,Manhattan 55.02,"2059","1735","115","0","67","0","66","76",New York Eye and Ear Infirmary of Mount Sinai,"310 East 14th Street, New York, NY 10003",Mount Sinai,"69","102,314","1967",40.731952700000001,-73.986776899999995
"2","2050400",Bronx,I,"050400","504",BX99,park-cemetery-etc-Bronx,"3703",78941140.9550999999046325683593750000000,86140.5230866000056266784667968750000,Bronx 504,"222","123","61","0","3","0","22","13",Calvary Hospital Inc,"1740-70 Eastchester Road, Bronx, NY 10461",Others,"200","172,268","1977",40.848097899999999,-73.846059199999999
"2","2050400",Bronx,I,"050400","504",BX99,park-cemetery-etc-Bronx,"3703",78941140.9550999999046325683593750000000,86140.5230866000056266784667968750000,Bronx 504,"222","123","61","0","3","0","22","13",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2002400",Bronx,I,"002400","24",BX99,park-cemetery-etc-Bronx,"3709",7665690.2440999997779726982116699218750,18026.2788828999982797540724277496338,Bronx 24,"172","69","89","0","0","0","0","14",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2002400",Bronx,I,"002400","24",BX99,park-cemetery-etc-Bronx,"3709",7665690.2440999997779726982116699218750,18026.2788828999982797540724277496338,Bronx 24,"172","69","89","0","0","0","0","14",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2002800",Bronx,E,"002800","28",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",4708110.0700799999758601188659667968750,9168.5693888099995092488825321197510,Bronx 28,"5269","675","3674","0","29","0","592","299",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2002800",Bronx,E,"002800","28",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",4708110.0700799999758601188659667968750,9168.5693888099995092488825321197510,Bronx 28,"5269","675","3674","0","29","0","592","299",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"3","3002901",Brooklyn,E,"002901","29.01",BK68,Fort Greene,"4004",1167631.2287099999375641345977783203125,4334.0556375300002400763332843780518,Brooklyn 29.01,"4533","365","2429","95","884","0","684","76",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3018501",Brooklyn,E,"018501","185.01",BK68,Fort Greene,"4004",1189362.2879200000315904617309570312500,4405.2889993099997809622436761856079,Brooklyn 185.01,"4600","837","2959","32","243","0","446","83",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3001800",Brooklyn,I,"001800","18",BK32,Sunset Park West,"4012",22063006.1548999994993209838867187500000,75322.4984140000015031546354293823242,Brooklyn 18,"1959","750","853","34","35","0","218","69",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3001800",Brooklyn,I,"001800","18",BK32,Sunset Park West,"4012",22063006.1548999994993209838867187500000,75322.4984140000015031546354293823242,Brooklyn 18,"1959","750","853","34","35","0","218","69",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3001800",Brooklyn,I,"001800","18",BK32,Sunset Park West,"4012",22063006.1548999994993209838867187500000,75322.4984140000015031546354293823242,Brooklyn 18,"1959","750","853","34","35","0","218","69",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3001800",Brooklyn,I,"001800","18",BK32,Sunset Park West,"4012",22063006.1548999994993209838867187500000,75322.4984140000015031546354293823242,Brooklyn 18,"1959","750","853","34","35","0","218","69",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"2","2011502",Bronx,E,"011502","115.02",BX27,Hunts Point,"3710",3725370.6186999999918043613433837890625,7796.4170412399998895125463604927063,Bronx 115.02,"4437","328","1899","0","9","43","1929","229",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2009300",Bronx,I,"009300","93",BX27,Hunts Point,"3710",25291890.0084999985992908477783203125000,34312.1326763000033679418265819549561,Bronx 93,"6104","626","2275","12","1","0","3093","97",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2009300",Bronx,I,"009300","93",BX27,Hunts Point,"3710",25291890.0084999985992908477783203125000,34312.1326763000033679418265819549561,Bronx 93,"6104","626","2275","12","1","0","3093","97",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"3","3007700",Brooklyn,I,"007700","77",BK33,Carroll Gardens-Columbia Street-Red Hook,"4005",4187368.5452700001187622547149658203125,10144.2155987000005552545189857482910,Brooklyn 77,"5172","3658","131","30","522","0","358","473",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3007700",Brooklyn,I,"007700","77",BK33,Carroll Gardens-Columbia Street-Red Hook,"4005",4187368.5452700001187622547149658203125,10144.2155987000005552545189857482910,Brooklyn 77,"5172","3658","131","30","522","0","358","473",NYU Langone Health-Cobble Hill,"83 Amity Street, Brooklyn, NY 11201",NYU Langone,"145","258,000","1900",40.690142500000000,-74.000112799999997
"2","2011700",Bronx,I,"011700","117",BX27,Hunts Point,"3710",14902123.2454000003635883331298828125000,17847.1844396000014967285096645355225,Bronx 117,"1586","164","608","24","0","0","718","72",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2011700",Bronx,I,"011700","117",BX27,Hunts Point,"3710",14902123.2454000003635883331298828125000,17847.1844396000014967285096645355225,Bronx 117,"1586","164","608","24","0","0","718","72",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"1","1021303",Manhattan,E,"021303","213.03",MN06,Manhattanville,"3802",1643103.1650799999479204416275024414063,7255.9030192800000804709270596504211,Manhattan 213.03,"6001","1122","3398","54","421","0","678","328",Harlem Hospital Center,"506 Lenox Avenue, New York, NY 10037",Health+,"282","1,267,362","1965",40.814232699999998,-73.941798800000001
"1","1021303",Manhattan,E,"021303","213.03",MN06,Manhattanville,"3802",1643103.1650799999479204416275024414063,7255.9030192800000804709270596504211,Manhattan 213.03,"6001","1122","3398","54","421","0","678","328",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"1","1021703",Manhattan,I,"021703","217.03",MN06,Manhattanville,"3802",3384834.1678399997763335704803466796875,9422.1149906200007535517215728759766,Manhattan 217.03,"8","8","0","0","0","0","0","0",Harlem Hospital Center,"506 Lenox Avenue, New York, NY 10037",Health+,"282","1,267,362","1965",40.814232699999998,-73.941798800000001
"4","4034700",Queens,E,"034700","347",QN28,Jackson Heights,"4102",3984026.0940600000321865081787109375000,13359.3278599000004760455340147018433,Queens 347,"3123","1062","439","51","420","0","1102","49",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4000700",Queens,I,"000700","7",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",5867575.0460900003090500831604003906250,10784.7210202999995090067386627197266,Queens 7,"6079","3653","66","0","1548","0","380","432",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"4","4000700",Queens,I,"000700","7",QN31,Hunters Point-Sunnyside-West Maspeth,"4109",5867575.0460900003090500831604003906250,10784.7210202999995090067386627197266,Queens 7,"6079","3653","66","0","1548","0","380","432",Rockefeller University Hospital,"1230 York Avenue, New York, NY 10021",Others,"40","1,200,000","1940",40.762503799999998,-73.957727800000001
"3","3011900",Brooklyn,I,"011900","119",BK37,Park Slope-Gowanus,"4005",7727266.9966000001877546310424804687500,15289.9599400999995850725099444389343,Brooklyn 119,"1377","1023","61","0","71","0","129","93",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3011900",Brooklyn,I,"011900","119",BK37,Park Slope-Gowanus,"4005",7727266.9966000001877546310424804687500,15289.9599400999995850725099444389343,Brooklyn 119,"1377","1023","61","0","71","0","129","93",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"4","4092900",Queens,E,"092900","929",QN23,College Point,"4103",10263731.6636999994516372680664062500000,22327.1343522999995911959558725357056,Queens 929,"6531","2285","50","0","1564","0","2295","337",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4092900",Queens,E,"092900","929",QN23,College Point,"4103",10263731.6636999994516372680664062500000,22327.1343522999995911959558725357056,Queens 929,"6531","2285","50","0","1564","0","2295","337",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4092900",Queens,E,"092900","929",QN23,College Point,"4103",10263731.6636999994516372680664062500000,22327.1343522999995911959558725357056,Queens 929,"6531","2285","50","0","1564","0","2295","337",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4092900",Queens,E,"092900","929",QN23,College Point,"4103",10263731.6636999994516372680664062500000,22327.1343522999995911959558725357056,Queens 929,"6531","2285","50","0","1564","0","2295","337",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2000200",Bronx,I,"000200","2",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",5006557.7507100002840161323547363281250,15610.7022575999999389750882983207703,Bronx 2,"4542","2165","1279","0","104","0","801","193",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"5","5024401",Staten Island,I,"024401","244.01",SI11,Charleston-Richmond Valley-Tottenville,"3901",22560751.5311999991536140441894531250000,24555.3160964000016974750906229019165,Staten Island 244.01,"6131","5654","0","0","126","0","222","129",Staten Island University Hosp-South,"375 Seguine Avenue, Staten Island, NY 10309",Northwell,"194","220,420","1967",40.516761899999999,-74.198567800000006
"4","4037100",Queens,E,"037100","371",QN27,East Elmhurst,"4102",1941447.4679399998858571052551269531250,6834.4719472899996617343276739120483,Queens 371,"1301","162","345","2","195","0","511","86",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"1","1006800",Manhattan,I,"006800","68",MN21,Gramercy,"3808",1877721.0406899999361485242843627929688,5723.8908705399999234941788017749786,Manhattan 68,"7677","5529","604","6","1480","0","18","40",Bellevue Hospital Center,"462 First Avenue, New York, NY 10016",Health+,"912","2,124,441","1910",40.739088799999998,-73.983771300000001
"2","2000400",Bronx,I,"000400","4",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",8561175.0309999994933605194091796875000,24725.4716913000011118128895759582520,Bronx 4,"5634","2623","1699","30","226","0","847","209",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"4","4037300",Queens,E,"037300","373",QN27,East Elmhurst,"4102",2570655.4415199998766183853149414062500,7528.0689300800004275515675544738770,Queens 373,"2174","410","329","0","355","0","966","114",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4037300",Queens,E,"037300","373",QN27,East Elmhurst,"4102",2570655.4415199998766183853149414062500,7528.0689300800004275515675544738770,Queens 373,"2174","410","329","0","355","0","966","114",Elmhurst Hospital Center,"79-01 Broadway, Elmhurst, NY 11373",Health+,"545","1,502,532","1949",40.745085400000001,-73.887968400000005
"4","4037300",Queens,E,"037300","373",QN27,East Elmhurst,"4102",2570655.4415199998766183853149414062500,7528.0689300800004275515675544738770,Queens 373,"2174","410","329","0","355","0","966","114",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"1","1017700",Manhattan,I,"017700","177",MN12,Upper West Side,"3806",1878929.7420799999963492155075073242188,5688.5014967400002205977216362953186,Manhattan 177,"9421","6090","1425","41","434","0","735","696",Mount Sinai Hospital,"1 Gustave L Levy Place, New York, NY 10029",Mount Sinai,"1134","2,215,000","1963",40.789993899999999,-73.955877700000002
"1","1017700",Manhattan,I,"017700","177",MN12,Upper West Side,"3806",1878929.7420799999963492155075073242188,5688.5014967400002205977216362953186,Manhattan 177,"9421","6090","1425","41","434","0","735","696",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"4","4093900",Queens,I,"093900","939",QN23,College Point,"4103",7059358.7899099998176097869873046875000,18302.8289115000006859190762042999268,Queens 939,"5148","2254","162","71","1406","0","1155","100",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4093900",Queens,I,"093900","939",QN23,College Point,"4103",7059358.7899099998176097869873046875000,18302.8289115000006859190762042999268,Queens 939,"5148","2254","162","71","1406","0","1155","100",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"4","4032000",Queens,I,"032000","320",QN03,Springfield Gardens South-Brookville,"4105",11196968.3539000004529953002929687500000,14912.1917331000004196539521217346191,Queens 320,"5072","358","4282","0","88","0","203","141",St. Johns Episcopal Hospital So Shore,"327 Beach 19th Street, Far Rockaway, NY 11691",Others,"257","119,788","1982",40.598602999999997,-73.755766300000005
"4","4032000",Queens,I,"032000","320",QN03,Springfield Gardens South-Brookville,"4105",11196968.3539000004529953002929687500000,14912.1917331000004196539521217346191,Queens 320,"5072","358","4282","0","88","0","203","141",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"3","3004400",Brooklyn,I,"004400","44",BK31,Bay Ridge,"4013",4482159.6450399998575448989868164062500,9054.0586082800000440329313278198242,Brooklyn 44,"2511","2107","19","0","289","0","13","83",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3004600",Brooklyn,I,"004600","46",BK31,Bay Ridge,"4013",3118067.6041399999521672725677490234375,10799.2653238999992026947438716888428,Brooklyn 46,"1306","1134","0","0","139","0","33","0",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3005000",Brooklyn,I,"005000","50",BK31,Bay Ridge,"4013",2388874.1699100001715123653411865234375,7824.7514341100004457985050976276398,Brooklyn 50,"2320","1891","28","0","279","0","5","117",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"1","1018100",Manhattan,I,"018100","181",MN12,Upper West Side,"3806",1489902.9945199999492615461349487304688,5253.8782007199997678981162607669830,Manhattan 181,"9554","6771","1506","0","566","0","588","123",Mount Sinai Hospital,"1 Gustave L Levy Place, New York, NY 10029",Mount Sinai,"1134","2,215,000","1963",40.789993899999999,-73.955877700000002
"1","1018100",Manhattan,I,"018100","181",MN12,Upper West Side,"3806",1489902.9945199999492615461349487304688,5253.8782007199997678981162607669830,Manhattan 181,"9554","6771","1506","0","566","0","588","123",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"5","5017007",Staten Island,I,"017007","170.07",SI48,Arden Heights,"3901",15729657.9758999999612569808959960937500,15897.8924705999997968319803476333618,Staten Island 170.07,"5561","4345","324","0","689","0","97","106",Staten Island University Hosp-South,"375 Seguine Avenue, Staten Island, NY 10309",Northwell,"194","220,420","1967",40.516761899999999,-74.198567800000006
"5","5017008",Staten Island,I,"017008","170.08",SI48,Arden Heights,"3901",11158399.5876000002026557922363281250000,17210.5462822000008600298315286636353,Staten Island 170.08,"7608","7187","49","0","304","0","39","29",Staten Island University Hosp-South,"375 Seguine Avenue, Staten Island, NY 10309",Northwell,"194","220,420","1967",40.516761899999999,-74.198567800000006
"1","1018500",Manhattan,I,"018500","185",MN12,Upper West Side,"3806",1406207.9236999999266117811203002929688,5169.4845489799999995739199221134186,Manhattan 185,"4695","3570","487","0","468","0","59","111",Mount Sinai Hospital,"1 Gustave L Levy Place, New York, NY 10029",Mount Sinai,"1134","2,215,000","1963",40.789993899999999,-73.955877700000002
"1","1018500",Manhattan,I,"018500","185",MN12,Upper West Side,"3806",1406207.9236999999266117811203002929688,5169.4845489799999995739199221134186,Manhattan 185,"4695","3570","487","0","468","0","59","111",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"1","1028100",Manhattan,I,"028100","281",MN35,Washington Heights North,"3801",978724.4637690000236034393310546875000,4907.3734480100001746905036270618439,Manhattan 281,"3298","2534","305","0","237","0","41","181",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1006600",Manhattan,I,"006600","66",MN20,Murray Hill-Kips Bay,"3808",1880520.9258300000801682472229003906250,5498.1467111900001327740028500556946,Manhattan 66,"10619","7949","166","35","2055","0","0","414",Bellevue Hospital Center,"462 First Avenue, New York, NY 10016",Health+,"912","2,124,441","1910",40.739088799999998,-73.983771300000001
"1","1006600",Manhattan,I,"006600","66",MN20,Murray Hill-Kips Bay,"3808",1880520.9258300000801682472229003906250,5498.1467111900001327740028500556946,Manhattan 66,"10619","7949","166","35","2055","0","0","414",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"1","1011800",Manhattan,I,"011800","118",MN31,Lenox Hill-Roosevelt Island,"3805",1903276.1196000000927597284317016601563,5524.5423079900001539499498903751373,Manhattan 118,"8767","7848","2","0","836","0","0","81",Rockefeller University Hospital,"1230 York Avenue, New York, NY 10021",Others,"40","1,200,000","1940",40.762503799999998,-73.957727800000001
"1","1011800",Manhattan,I,"011800","118",MN31,Lenox Hill-Roosevelt Island,"3805",1903276.1196000000927597284317016601563,5524.5423079900001539499498903751373,Manhattan 118,"8767","7848","2","0","836","0","0","81",New York-Presbyterian Hospital - New York Weill Cornell Center,"525 East 68th Street, New York, NY 10021",NewYork-Presbyterian,"862","2,230,742","1956",40.764335600000003,-73.956444599999998
"1","1011800",Manhattan,I,"011800","118",MN31,Lenox Hill-Roosevelt Island,"3805",1903276.1196000000927597284317016601563,5524.5423079900001539499498903751373,Manhattan 118,"8767","7848","2","0","836","0","0","81",Memorial Hospital for Cancer and Allied Diseases,"1275 York Avenue, New York, NY 10065",Others,"514","538,454","1940",40.764161500000000,-73.958290599999998
"1","1012600",Manhattan,I,"012600","126",MN31,Lenox Hill-Roosevelt Island,"3805",1976487.4589199998881667852401733398438,5627.4202028899999277200549840927124,Manhattan 126,"13330","10927","207","133","1634","32","155","242",Hospital for Special Surgery,"535 E 70th Street, New York, NY 10021",NewYork-Presbyterian,"215","422,128","1955",40.764911200000000,-73.954565099999996
"1","1012600",Manhattan,I,"012600","126",MN31,Lenox Hill-Roosevelt Island,"3805",1976487.4589199998881667852401733398438,5627.4202028899999277200549840927124,Manhattan 126,"13330","10927","207","133","1634","32","155","242",New York-Presbyterian Hospital - New York Weill Cornell Center,"525 East 68th Street, New York, NY 10021",NewYork-Presbyterian,"862","2,230,742","1956",40.764335600000003,-73.956444599999998
"1","1012600",Manhattan,I,"012600","126",MN31,Lenox Hill-Roosevelt Island,"3805",1976487.4589199998881667852401733398438,5627.4202028899999277200549840927124,Manhattan 126,"13330","10927","207","133","1634","32","155","242",Memorial Hospital for Cancer and Allied Diseases,"1275 York Avenue, New York, NY 10065",Others,"514","538,454","1940",40.764161500000000,-73.958290599999998
"1","1012600",Manhattan,I,"012600","126",MN31,Lenox Hill-Roosevelt Island,"3805",1976487.4589199998881667852401733398438,5627.4202028899999277200549840927124,Manhattan 126,"13330","10927","207","133","1634","32","155","242",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"1","1014401",Manhattan,I,"014401","144.01",MN32,Yorkville,"3805",800419.4638190000550821423530578613281,4015.0149505300000782881397753953934,Manhattan 144.01,"5018","4369","34","0","481","0","23","111",Metropolitan Hospital Center,"1901 First Avenue, New York, NY 10029",Health+,"338","1,075,000","1967",40.785236800000000,-73.947217699999996
"1","1016800",Manhattan,I,"016800","168",MN33,East Harlem South,"3804",2151827.8390500000678002834320068359375,6262.3546958300003097974695265293121,Manhattan 168,"4941","1939","1704","46","354","0","804","94",Metropolitan Hospital Center,"1901 First Avenue, New York, NY 10029",Health+,"338","1,075,000","1967",40.785236800000000,-73.947217699999996
"1","1016800",Manhattan,I,"016800","168",MN33,East Harlem South,"3804",2151827.8390500000678002834320068359375,6262.3546958300003097974695265293121,Manhattan 168,"4941","1939","1704","46","354","0","804","94",Mount Sinai Hospital,"1 Gustave L Levy Place, New York, NY 10029",Mount Sinai,"1134","2,215,000","1963",40.789993899999999,-73.955877700000002
"1","1002000",Manhattan,E,"002000","20",MN28,Lower East Side,"3809",1368855.7196400000248104333877563476563,4690.0727191899995887069962918758392,Manhattan 20,"4590","915","1082","0","897","0","1614","82",Mount Sinai Beth Israel,"281 1st Ave, New York, NY 10003",Mount Sinai,"696","331,459","1910",40.733070300000001,-73.984114599999998
"1","1002601",Manhattan,E,"002601","26.01",MN28,Lower East Side,"3809",1141217.4972699999343603849411010742188,4521.2509956900003089685924351215363,Manhattan 26.01,"3675","1585","516","16","520","0","807","231",New York Eye and Ear Infirmary of Mount Sinai,"310 East 14th Street, New York, NY 10003",Mount Sinai,"69","102,314","1967",40.731952700000001,-73.986776899999995
"1","1002601",Manhattan,E,"002601","26.01",MN28,Lower East Side,"3809",1141217.4972699999343603849411010742188,4521.2509956900003089685924351215363,Manhattan 26.01,"3675","1585","516","16","520","0","807","231",Mount Sinai Beth Israel,"281 1st Ave, New York, NY 10003",Mount Sinai,"696","331,459","1910",40.733070300000001,-73.984114599999998
"1","1018700",Manhattan,I,"018700","187",MN12,Upper West Side,"3806",2323892.1336900000460445880889892578125,6534.4112841500000286032445728778839,Manhattan 187,"8534","6605","574","0","951","0","181","223",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"1","1019100",Manhattan,I,"019100","191",MN12,Upper West Side,"3806",2385202.8528800001367926597595214843750,6614.1786126300003161304630339145660,Manhattan 191,"9492","6854","1356","0","690","0","179","413",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"1","1022200",Manhattan,I,"022200","222",MN11,Central Harlem South,"3803",1953119.5632400000467896461486816406250,5772.8320543800000450573861598968506,Manhattan 222,"3450","1149","1656","8","237","0","228","172",Henry J. Carter Specialty Hospital,"1752 Park Avenue, New York, NY 10035",Health+,"201","110,245","2013",40.803114999999998,-73.943265999999994
"1","1022200",Manhattan,I,"022200","222",MN11,Central Harlem South,"3803",1953119.5632400000467896461486816406250,5772.8320543800000450573861598968506,Manhattan 222,"3450","1149","1656","8","237","0","228","172",Harlem Hospital Center,"506 Lenox Avenue, New York, NY 10037",Health+,"282","1,267,362","1965",40.814232699999998,-73.941798800000001
"1","1003002",Manhattan,E,"003002","30.02",MN22,East Village,"3809",841097.7841509999707341194152832031250,4045.1662923099997897224966436624527,Manhattan 30.02,"2915","1909","289","0","293","0","400","24",New York Eye and Ear Infirmary of Mount Sinai,"310 East 14th Street, New York, NY 10003",Mount Sinai,"69","102,314","1967",40.731952700000001,-73.986776899999995
