apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness_description,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,0 to 17,1,6,8498.8,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,2,21,7563.8099999999995,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,6,14.5,9386.438333333334,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,3,8911.42,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,0 to 17,1,5,6822.13,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,1,8,6895.43,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,7,10,6463.6957142857145,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,1,11,6506.78,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,3,7289.18,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,12,9716.66,Mount Sinai,17.93,448
720,Richmond University Medical Center,White,Not Span/Hispanic,Self-Pay,Major,50 to 69,1,7,6326.11,Mount Sinai,17.93,448
720,SBH Health System,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,6,4633.59,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,4,5356.03,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,18,5374.75,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,5,11.2,7645.854,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,11,5.7272727272727275,10156.09,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,4,9.25,5803.305,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,5,9.8,5128.916,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,3,4.333333333333333,5128.683333333333,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,4,6.25,4984.635,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,1,3,5752.04,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Self-Pay,Extreme,50 to 69,1,1,13032.32,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Self-Pay,Major,30 to 49,2,3,6283.5650000000005,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,18 to 29,1,3,5498.62,Others,3.596,422
720,SBH Health System,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,4,5237.61,Others,3.596,422
720,SBH Health System,Black/African American,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,12,7780.37,Others,3.596,422
720,SBH Health System,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,2,4.5,5048.025,Others,3.596,422
720,SBH Health System,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,1,14,6658.74,Others,3.596,422
720,SBH Health System,Black/African American,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,4,5320.88,Others,3.596,422
720,SBH Health System,Black/African American,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,6,5556.48,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Extreme,70 or Older,11,12.818181818181818,6939.499090909091,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Major,18 to 29,1,2,8108.51,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Major,30 to 49,1,7,5090.49,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Major,50 to 69,7,6.142857142857143,5394.0542857142855,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Major,70 or Older,11,10.363636363636363,5316.524545454546,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Moderate,30 to 49,1,4,5840.71,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Moderate,50 to 69,3,5.666666666666667,4914.7300000000005,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Medicare,Moderate,70 or Older,2,4.5,5086.3,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Private Health Insurance,Extreme,30 to 49,1,2,3724.38,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Private Health Insurance,Major,50 to 69,1,2,5427.69,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Private Health Insurance,Major,70 or Older,1,12,4453.75,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Private Health Insurance,Moderate,30 to 49,1,8,5522.34,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Private Health Insurance,Moderate,50 to 69,1,6,4681.81,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Self-Pay,Extreme,30 to 49,1,1,15388.39,Others,3.596,422
720,SBH Health System,Black/African American,Unknown,Self-Pay,Moderate,30 to 49,4,2.5,5825.5525,Others,3.596,422
720,SBH Health System,Multi-racial,Unknown,Medicare,Extreme,50 to 69,2,13.5,9887.67,Others,3.596,422
720,SBH Health System,Multi-racial,Unknown,Medicare,Major,50 to 69,1,6,5542.21,Others,3.596,422
720,SBH Health System,Multi-racial,Unknown,Medicare,Major,70 or Older,2,7.5,6566.75,Others,3.596,422
720,SBH Health System,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,28,6801.55,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,13.5,8430.635,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,4,6.25,6953.585,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,1,4,5520.32,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,2,6.5,5186.6900000000005,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Private Health Insurance,Extreme,50 to 69,1,5,9559.51,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Self-Pay,Major,70 or Older,1,4,5695.44,Others,3.596,422
720,SBH Health System,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,3,6391.63,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Blue Cross/Blue Shield,Moderate,30 to 49,1,3,6421.58,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Extreme,30 to 49,2,4.5,7988.754999999999,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Extreme,50 to 69,2,14.5,6671.77,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Extreme,70 or Older,10,10.9,7632.176,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Major,30 to 49,2,6.5,5757.15,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Major,50 to 69,4,7.5,6104.24,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Major,70 or Older,4,8.25,5795.4125,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Moderate,50 to 69,2,4.5,5515.3150000000005,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Medicare,Moderate,70 or Older,2,5.5,5687.9,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Private Health Insurance,Extreme,70 or Older,1,5,8066.52,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Private Health Insurance,Moderate,70 or Older,1,1,3733.73,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Extreme,50 to 69,1,4,8059.77,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Major,30 to 49,1,10,4438.09,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Major,50 to 69,1,9,5305.07,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Minor,18 to 29,1,4,4814.82,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Minor,30 to 49,1,4,6021.68,Others,3.596,422
720,SBH Health System,Other Race,Unknown,Self-Pay,Moderate,50 to 69,2,1,8392.135,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,3,5349,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,2,1.5,13620.31,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,4,14.25,5963.745,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Major,50 to 69,2,15.5,5907.39,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Major,70 or Older,5,6.2,5237.428,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,2,5359.9,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,4,5207.83,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,1,8043.52,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Self-Pay,Extreme,70 or Older,1,4,8433.91,Others,3.596,422
720,SBH Health System,White,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,4,6309.82,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,6,6582.51,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,1,4,5618.33,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,3,8.666666666666666,10520.61,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,4,11.25,7601.8125,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Major,50 to 69,2,11.5,4692.79,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Major,70 or Older,9,6,7083.664444444445,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,5,4998.94,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,6,4.166666666666667,5438.205,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Self-Pay,Major,50 to 69,1,7,4766.4,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,5,7122.61,Others,3.596,422
720,SBH Health System,White,Spanish/Hispanic,Self-Pay,Moderate,50 to 69,1,3,7011.59,Others,3.596,422
720,SBH Health System,White,Unknown,Blue Cross/Blue Shield,Extreme,50 to 69,1,6,6666.72,Others,3.596,422
720,SBH Health System,White,Unknown,Blue Cross/Blue Shield,Moderate,30 to 49,1,3,4942.61,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Extreme,50 to 69,3,14.333333333333334,8904.113333333333,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Extreme,70 or Older,10,8.6,6522.3460000000005,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Major,30 to 49,1,7,4930.64,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Major,50 to 69,9,7,5475.075555555555,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Major,70 or Older,13,8.307692307692308,5258.443076923077,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Moderate,30 to 49,1,5,4971.63,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Moderate,50 to 69,4,6.75,5090.4125,Others,3.596,422
720,SBH Health System,White,Unknown,Medicare,Moderate,70 or Older,2,3.5,5324.34,Others,3.596,422
720,SBH Health System,White,Unknown,Private Health Insurance,Extreme,70 or Older,1,1,11585.74,Others,3.596,422
720,SBH Health System,White,Unknown,Private Health Insurance,Major,50 to 69,1,2,4339.38,Others,3.596,422
720,SBH Health System,White,Unknown,Private Health Insurance,Major,70 or Older,1,8,3772.21,Others,3.596,422
720,SBH Health System,White,Unknown,Self-Pay,Major,70 or Older,1,2,5381.43,Others,3.596,422
720,SBH Health System,White,Unknown,Self-Pay,Minor,30 to 49,1,1,7545.3,Others,3.596,422
720,SBH Health System,White,Unknown,Self-Pay,Moderate,50 to 69,1,4,5032.07,Others,3.596,422
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,2,9,9327.119999999999,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,10,16881.25,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,12.5,6882.535,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,3,3.6666666666666665,8027.963333333333,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,2,11,10557.105,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,12,11.166666666666666,10185.486666666666,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,13,11.923076923076923,9997.023076923077,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,7,5.571428571428571,8610.307142857142,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,15,9.533333333333333,7417.037333333334,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,14,7.071428571428571,8947.037857142857,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Moderate,18 to 29,1,5,8022,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,5,4,7443.584,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,2,3.5,7068.65,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,4,6.25,7295.7275,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,18 to 29,1,7,10302.34,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,4,7,8004.639999999999,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,3,5887.19,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,3,5369.21,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,5,4.4,8170.426,Northwell,14.9,472
720,Staten Island University Hosp-North,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,1,2,8038.63,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Multi-ethnic,Blue Cross/Blue Shield,Minor,18 to 29,1,2,6032.18,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,2,17679.13,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,2,4.5,8071.26,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,10,6872.76,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,0 to 17,1,5,8685.24,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,3,6.333333333333333,12081.689999999999,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,16,13.6875,9890.8425,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,8,5.875,9216.407500000001,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,15,7.4,8584.265333333333,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,4,5.5,9043.2325,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,2,5,6244.65,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,2,7.5,11536.34,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,4,6910.05,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,4,5.25,7625.6775,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,1,4,6072.69,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,3,10877.88,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,18 to 29,1,4,5898,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,2,3.5,6486.530000000001,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,3,2.6666666666666665,7847.636666666666,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,7,5675.879999999999,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Extreme,30 to 49,1,6,6308.01,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,5,13.4,8619.784,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,13,9.461538461538462,10787.896923076923,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Major,30 to 49,2,4.5,7321.0599999999995,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,7,9.714285714285714,8907.53,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,10,5.2,7053.243,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,3,4,7193.673333333333,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,7,3.4285714285714284,9097.482857142857,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,3,6603.01,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,1,3,5887.72,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,2,9752.5,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Unknown,Medicare,Extreme,70 or Older,2,12.5,7315.835,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Unknown,Medicare,Major,70 or Older,2,16.5,6574.945,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Unknown,Private Health Insurance,Extreme,30 to 49,1,30,8465.95,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Unknown,Private Health Insurance,Major,50 to 69,1,4,9274.23,Northwell,14.9,472
720,Staten Island University Hosp-North,Other Race,Unknown,Private Health Insurance,Minor,18 to 29,1,1,8267.1,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Multi-ethnic,Medicare,Extreme,30 to 49,1,17,8372.48,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Multi-ethnic,Medicare,Extreme,50 to 69,2,5.5,8711.325,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Multi-ethnic,Medicare,Extreme,70 or Older,1,11,10028.01,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,18 to 29,4,8.5,9339.4725,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,2,14294.14,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,12,10.666666666666666,9016.896666666667,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,70 or Older,3,18,8092.096666666666,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,18 to 29,1,12,6055.78,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,4,5.25,8271.5625,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,28,6.75,8749.817142857142,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,2,7,8093.3150000000005,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,4,2.75,7131.655,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,50 to 69,2,2.5,7143.389999999999,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,0 to 17,2,5.5,5924.995,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,18 to 29,1,4,9004.17,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,10,3.7,7065.419,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,11,3.909090909090909,7867.599090909091,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,3,6.666666666666667,6412.423333333333,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Extreme,30 to 49,4,7.75,13806.5425,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,62,12.758064516129032,11298.412580645161,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,268,10.130597014925373,10461.397089552238,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Major,18 to 29,1,5,7524.64,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Major,30 to 49,9,6.444444444444445,6678.785555555556,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Major,50 to 69,98,7.479591836734694,8865.205306122449,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Major,70 or Older,332,7.337349397590361,8103.83765060241,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Minor,30 to 49,1,3,7436.47,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Minor,50 to 69,3,5.666666666666667,5928.946666666667,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Minor,70 or Older,9,3,7842.493333333333,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Moderate,30 to 49,4,3.75,6825.0875,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,46,4.326086956521739,7625.586086956522,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,107,4.626168224299065,7378.110747663552,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Extreme,18 to 29,1,62,8536.97,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,10,13.3,12147.523000000001,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,17,9123.03,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Major,0 to 17,1,9,6944.45,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,3,9995.49,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,4,6.25,8731.7875,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,19,7.157894736842105,8132.011578947368,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,1,3,6101.54,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,2,6404.7,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Moderate,0 to 17,1,11,7503.38,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,4,2.25,8383.32,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,11,3.5454545454545454,7636.0254545454545,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,13,5.076923076923077,7927.699230769231,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,2,3.5,6683.0599999999995,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Self-Pay,Major,50 to 69,1,4,6115.39,Northwell,14.9,472
720,Staten Island University Hosp-North,White,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,2,6517.24,Northwell,14.9,472
