"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1400000US36081028700","Census Tract 287, Queens County, New York","6226","550","3927","627","77","83","35","56","1319","457","0","17","720","423","148","113","74","95","74","66"
"1400000US36081032900","Census Tract 329, Queens County, New York","3515","575","1679","518","184","127","20","26","612","314","0","12","955","328","65","51","15","24","50","44"
"1400000US36081035300","Census Tract 353, Queens County, New York","2564","324","718","235","357","159","0","12","149","75","0","12","1274","286","66","61","50","57","16","18"
"1400000US36081037500","Census Tract 375, Queens County, New York","4139","485","1636","330","268","126","53","60","202","91","0","12","1944","462","36","41","25","38","11","16"
"1400000US36081044800","Census Tract 448, Queens County, New York","2869","299","248","119","125","84","35","54","1501","282","0","12","619","284","341","145","75","82","266","140"
"1400000US36081045500","Census Tract 455, Queens County, New York","14918","1151","4260","1432","5689","1612","0","19","2594","1160","0","19","1983","1257","392","243","0","19","392","243"
"1400000US36081047500","Census Tract 475, Queens County, New York","4052","487","616","229","48","40","24","54","2454","381","0","12","738","346","172","129","59","70","113","111"
"1400000US36081048900","Census Tract 489, Queens County, New York","1475","201","285","158","2","4","3","9","777","267","0","12","408","191","0","12","0","12","0","12"
"1400000US36081050700","Census Tract 507, Queens County, New York","4162","417","2373","439","101","79","0","12","1190","381","0","12","468","325","30","41","0","12","30","41"
"1400000US36081052800","Census Tract 528, Queens County, New York","1321","251","0","12","1165","249","0","12","23","33","14","21","103","93","16","21","0","12","16","21"
"1400000US36081053500","Census Tract 535, Queens County, New York","1294","221","930","240","0","12","9","15","0","12","0","12","355","191","0","12","0","12","0","12"
"1400000US36081090700","Census Tract 907, Queens County, New York","1453","249","554","180","0","12","0","12","603","274","0","12","243","194","53","82","0","12","53","82"
"1400000US36081091602","Census Tract 916.02, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081091900","Census Tract 919, Queens County, New York","5503","503","1533","287","199","88","0","17","2036","418","49","70","1380","454","306","166","139","117","167","128"
"1400000US36081094700","Census Tract 947, Queens County, New York","2234","249","901","187","27","27","0","12","432","160","0","12","796","234","78","90","13","14","65","87"
"1400000US36081099200","Census Tract 992, Queens County, New York","4191","385","1250","424","2341","447","12","18","53","51","0","12","405","265","130","96","10","17","120","94"
"1400000US36081101001","Census Tract 1010.01, Queens County, New York","11565","1218","4908","879","4914","1107","0","19","214","167","0","19","1009","610","520","321","140","181","380","266"
"1400000US36081072900","Census Tract 729, Queens County, New York","1419","117","824","121","44","52","0","12","492","71","0","12","6","11","53","62","0","12","53","62"
"1400000US36081070700","Census Tract 707, Queens County, New York","2474","173","1372","157","16","24","22","32","774","147","0","12","112","93","178","83","35","41","143","68"
"1400000US36081070900","Census Tract 709, Queens County, New York","2729","280","1417","252","60","67","0","12","983","238","0","12","58","66","211","159","12","19","199","158"
"1400000US36081077500","Census Tract 775, Queens County, New York","2390","372","1906","444","72","59","0","12","220","153","0","12","108","98","84","93","11","16","73","86"
"1400000US36081079200","Census Tract 792, Queens County, New York","2435","369","21","17","1215","285","0","12","524","267","0","12","532","307","143","95","36","52","107","73"
"1400000US36081079300","Census Tract 793, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081080301","Census Tract 803.01, Queens County, New York","3872","516","624","157","116","123","9","14","2411","493","0","12","613","321","99","100","43","50","56","89"
"1400000US36081086100","Census Tract 861, Queens County, New York","2038","231","367","107","72","70","0","12","1400","209","0","12","149","103","50","53","44","52","6","10"
"1400000US36081086400","Census Tract 864, Queens County, New York","2734","265","782","203","265","123","2","4","787","217","0","12","770","268","128","61","61","47","67","52"
"1400000US36081092800","Census Tract 928, Queens County, New York","3502","309","3429","320","0","12","0","12","61","61","0","12","12","19","0","12","0","12","0","12"
"1400000US36081093900","Census Tract 939, Queens County, New York","5148","710","2254","506","162","203","71","128","1406","333","0","17","1155","382","100","60","49","46","51","47"
"1400000US36081094500","Census Tract 945, Queens County, New York","3774","461","2201","439","14","18","0","12","925","299","0","12","473","317","161","147","39","39","122","147"
"1400000US36081098700","Census Tract 987, Queens County, New York","2361","183","1940","186","50","70","0","12","295","120","0","12","33","36","43","42","5","8","38","41"
"1400000US36081099900","Census Tract 999, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081111300","Census Tract 1113, Queens County, New York","2530","294","1386","264","12","18","0","12","855","187","0","12","222","224","55","52","0","12","55","52"
"1400000US36081114100","Census Tract 1141, Queens County, New York","2546","208","1267","180","71","50","0","12","1064","169","0","12","96","80","48","46","0","12","48","46"
"1400000US36081115500","Census Tract 1155, Queens County, New York","2260","300","453","128","77","82","61","78","1092","229","0","12","547","287","30","28","5","7","25","27"
"1400000US36081115700","Census Tract 1157, Queens County, New York","3273","337","487","154","91","95","0","12","2465","343","0","12","146","159","84","95","0","12","84","95"
"1400000US36081118500","Census Tract 1185, Queens County, New York","2130","257","325","102","30","40","0","12","1320","245","0","12","403","167","52","65","17","19","35","49"
"1400000US36081118700","Census Tract 1187, Queens County, New York","2409","309","692","229","7","5","0","12","1405","299","0","12","286","156","19","16","0","12","19","16"
"1400000US36081119500","Census Tract 1195, Queens County, New York","1354","234","572","126","2","2","114","182","461","175","0","12","174","115","31","29","10","16","21","25"
"1400000US36081122701","Census Tract 1227.01, Queens County, New York","12144","1384","4654","975","1318","464","19","32","3528","995","0","19","2296","1114","329","204","109","133","220","154"
"1400000US36081128300","Census Tract 1283, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081138501","Census Tract 1385.01, Queens County, New York","4760","430","1624","338","96","107","24","39","2982","419","0","12","7","12","27","40","0","12","27","40"
"1400000US36081142900","Census Tract 1429, Queens County, New York","3506","382","1400","289","0","12","9","14","1815","329","0","12","192","175","90","101","0","12","90","101"
"1400000US36081143500","Census Tract 1435, Queens County, New York","2303","205","848","173","0","12","0","12","1301","293","0","12","107","85","47","35","0","12","47","35"
"1400000US36081145101","Census Tract 1451.01, Queens County, New York","1212","187","541","120","0","12","0","12","625","157","0","12","34","39","12","14","0","12","12","14"
"1400000US36081146700","Census Tract 1467, Queens County, New York","2642","284","1575","309","2","4","0","12","995","270","0","12","22","28","48","58","0","12","48","58"
"1400000US36081027600","Census Tract 276, Queens County, New York","1533","225","26","26","1232","256","0","12","97","96","0","12","162","168","16","19","10","16","6","9"
"1400000US36081028200","Census Tract 282, Queens County, New York","1950","223","50","40","1517","239","0","12","67","69","0","12","266","238","50","41","0","12","50","41"
"1400000US36081028300","Census Tract 283, Queens County, New York","7601","859","4616","782","89","76","39","43","1248","498","36","58","1321","539","252","158","76","86","176","138"
"1400000US36081028500","Census Tract 285, Queens County, New York","4911","456","2823","468","101","88","64","77","966","263","0","12","517","230","440","225","129","144","311","234"
"1400000US36081028900","Census Tract 289, Queens County, New York","5180","547","2442","373","84","63","0","17","1827","517","0","17","471","266","356","231","147","172","209","161"
"1400000US36081113300","Census Tract 1133, Queens County, New York","1758","157","1062","196","18","29","0","12","510","159","0","12","62","63","106","80","14","16","92","83"
"1400000US36081107201","Census Tract 1072.01, Queens County, New York","2254","230","2085","220","43","46","0","12","18","19","0","12","16","24","92","82","39","61","53","62"
"1400000US36081010300","Census Tract 103, Queens County, New York","4018","486","3055","450","140","147","0","12","592","243","0","12","164","129","67","50","28","32","39","32"
"1400000US36081011900","Census Tract 119, Queens County, New York","1428","188","1099","158","0","12","16","17","114","59","0","12","124","93","75","55","10","10","65","52"
"1400000US36081013500","Census Tract 135, Queens County, New York","1500","192","1397","193","7","13","0","12","44","36","0","12","21","43","31","28","19","23","12","18"
"1400000US36081016100","Census Tract 161, Queens County, New York","2281","243","1287","231","60","52","0","12","459","147","0","12","450","196","25","23","4","7","21","23"
"1400000US36081013600","Census Tract 136, Queens County, New York","1945","248","1528","264","130","58","0","12","140","51","19","31","66","46","62","38","19","14","43","34"
"1400000US36081014100","Census Tract 141, Queens County, New York","1783","219","1163","200","28","26","0","12","186","115","0","12","331","215","75","57","0","12","75","57"
"1400000US36081014500","Census Tract 145, Queens County, New York","2289","316","1888","301","44","43","38","59","164","94","0","12","122","111","33","22","10","11","23","20"
"1400000US36081016300","Census Tract 163, Queens County, New York","3504","309","1798","336","917","264","0","12","314","209","0","12","410","180","65","46","43","40","22","23"
"1400000US36081018000","Census Tract 180, Queens County, New York","1210","272","192","166","441","132","130","126","204","204","0","12","183","149","60","56","5","7","55","55"
"1400000US36081020600","Census Tract 206, Queens County, New York","2002","218","304","139","364","167","7","12","354","132","0","12","959","294","14","24","14","24","0","12"
"1400000US36081023200","Census Tract 232, Queens County, New York","5599","574","1010","287","1055","231","0","17","2147","562","7","14","1013","497","367","252","24","30","343","246"
"1400000US36081012601","Census Tract 126.01, Queens County, New York","2909","392","1143","391","282","130","18","27","403","180","0","12","901","353","162","155","31","51","131","145"
"1400000US36081013200","Census Tract 132, Queens County, New York","2183","402","1313","400","127","121","87","114","407","272","0","12","182","126","67","61","60","59","7","11"
"1400000US36081107202","Census Tract 1072.02, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081115100","Census Tract 1151, Queens County, New York","1075","169","619","129","0","12","0","12","316","164","0","12","75","76","65","43","0","12","65","43"
"1400000US36081120100","Census Tract 1201, Queens County, New York","1549","218","240","88","65","64","0","12","1112","218","0","12","104","96","28","22","26","22","2","4"
"1400000US36081120300","Census Tract 1203, Queens County, New York","1554","282","368","172","15","23","0","12","1123","281","0","12","25","37","23","29","0","12","23","29"
"1400000US36081121100","Census Tract 1211, Queens County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081121500","Census Tract 1215, Queens County, New York","4426","448","1027","317","171","181","0","12","2848","475","0","12","315","198","65","64","7","11","58","60"
"1400000US36081124700","Census Tract 1247, Queens County, New York","3490","396","1938","330","14","17","0","12","1477","296","0","12","27","31","34","56","34","56","0","12"
"1400000US36081136700","Census Tract 1367, Queens County, New York","5985","607","2253","365","28","34","0","17","3149","507","0","17","488","660","67","88","0","17","67","88"
"1400000US36081138502","Census Tract 1385.02, Queens County, New York","40","18","40","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36081147100","Census Tract 1471, Queens County, New York","3117","319","1377","211","23","37","0","12","1470","338","0","12","139","142","108","131","98","115","10","16"
"1400000US36081152902","Census Tract 1529.02, Queens County, New York","5113","549","2435","392","74","89","0","17","2272","464","0","17","0","17","332","350","0","17","332","350"
"1400000US36081161700","Census Tract 1617, Queens County, New York","4978","425","2656","494","548","482","61","99","1239","407","0","12","321","214","153","94","72","67","81","65"
"1400000US36081026500","Census Tract 265, Queens County, New York","3917","416","1075","378","46","43","0","12","2555","375","0","12","199","163","42","33","0","12","42","33"
"1400000US36081027500","Census Tract 275, Queens County, New York","6205","1043","4398","1148","279","243","0","17","546","298","0","17","871","500","111","143","81","135","30","62"
"1400000US36081103202","Census Tract 1032.02, Queens County, New York","8076","1007","5728","1045","1325","471","91","145","87","66","0","17","728","482","117","127","66","115","51","51"
"1400000US36081117500","Census Tract 1175, Queens County, New York","4727","369","2123","277","21","23","0","12","2345","328","0","12","181","131","57","77","10","17","47","74"
"1400000US36081015200","Census Tract 152, Queens County, New York","2820","320","447","212","390","170","0","12","1024","303","0","12","848","227","111","84","99","80","12","13"
"1400000US36081016400","Census Tract 164, Queens County, New York","3965","453","153","95","1092","343","18","25","963","367","0","12","1412","513","327","156","190","123","137","91"
"1400000US36081011500","Census Tract 115, Queens County, New York","2513","295","1738","231","40","52","12","18","361","144","0","12","194","120","168","122","80","105","88","70"
"1400000US36081015100","Census Tract 151, Queens County, New York","2434","260","1920","271","54","42","0","12","333","147","0","12","108","118","19","28","17","28","2","4"
"1400000US36081017800","Census Tract 178, Queens County, New York","2365","242","220","144","1097","244","19","22","352","140","76","117","345","170","256","140","77","71","179","121"
"1400000US36081020200","Census Tract 202, Queens County, New York","1728","280","50","46","980","301","0","12","229","174","0","12","369","195","100","85","80","78","20","31"
"1400000US36081020400","Census Tract 204, Queens County, New York","2513","303","149","103","831","211","6","9","551","270","0","12","852","261","124","158","115","158","9","15"
"1400000US36081049900","Census Tract 499, Queens County, New York","5313","558","1179","329","46","51","241","302","3146","464","0","17","656","396","45","41","9","14","36","36"
"1400000US36081046000","Census Tract 460, Queens County, New York","6199","638","500","257","1059","272","60","65","2877","558","0","17","1402","421","301","200","156","112","145","138"
"1400000US36081047900","Census Tract 479, Queens County, New York","5270","607","912","272","80","76","0","17","3635","550","0","17","562","408","81","80","0","17","81","80"
"1400000US36081050600","Census Tract 506, Queens County, New York","1490","235","36","51","1205","225","0","12","173","176","0","12","62","79","14","23","14","23","0","12"
"1400000US36081051100","Census Tract 511, Queens County, New York","2188","243","1652","219","6","9","6","9","248","111","0","12","193","110","83","45","0","12","83","45"
"1400000US36081051700","Census Tract 517, Queens County, New York","1969","305","1653","298","1","31","0","12","49","44","0","12","202","144","64","72","34","53","30","53"
"1400000US36081052200","Census Tract 522, Queens County, New York","1758","271","0","12","1615","252","70","106","49","73","0","12","24","37","0","12","0","12","0","12"
"1400000US36081053000","Census Tract 530, Queens County, New York","2510","348","18","37","2410","345","20","30","0","12","0","12","27","35","35","37","19","27","16","25"
"1400000US36081053900","Census Tract 539, Queens County, New York","4528","437","3293","476","135","103","0","12","729","234","0","12","265","221","106","77","24","39","82","67"
"1400000US36081054500","Census Tract 545, Queens County, New York","4185","442","3355","493","104","117","0","12","186","140","0","12","320","147","220","131","111","97","109","86"
"1400000US36081060100","Census Tract 601, Queens County, New York","2160","317","1585","253","45","36","0","12","80","77","0","12","404","280","46","42","30","38","16","19"
"1400000US36081061200","Census Tract 612, Queens County, New York","1965","153","4","7","1932","164","0","12","0","12","0","12","24","27","5","8","0","12","5","8"
"1400000US36081063000","Census Tract 630, Queens County, New York","1558","213","14","13","1490","213","0","12","0","12","0","12","24","37","30","29","0","12","30","29"
"1400000US36081063700","Census Tract 637, Queens County, New York","3462","372","2966","357","176","175","0","12","230","235","0","12","46","43","44","39","36","35","8","12"
"1400000US36081064600","Census Tract 646, Queens County, New York","3242","325","31","32","3043","357","9","15","0","12","0","12","97","90","62","38","11","12","51","35"
"1400000US36081065000","Census Tract 650, Queens County, New York","2813","332","75","64","2632","323","12","17","0","12","0","12","35","36","59","56","42","53","17","16"
"1400000US36081071100","Census Tract 711, Queens County, New York","6400","613","3810","567","98","90","31","49","1916","457","0","17","122","75","423","250","35","41","388","258"
"1400000US36081076901","Census Tract 769.01, Queens County, New York","4127","829","2207","286","181","166","0","12","1260","826","0","12","203","117","276","241","0","12","276","241"
"1400000US36081077905","Census Tract 779.05, Queens County, New York","2526","367","1523","328","298","133","0","12","478","183","0","12","130","193","97","90","74","86","23","26"
"1400000US36081080302","Census Tract 803.02, Queens County, New York","3440","428","995","332","53","59","0","12","2250","451","0","12","142","104","0","12","0","12","0","12"
"1400000US36081084500","Census Tract 845, Queens County, New York","5096","549","615","277","548","250","116","181","3159","508","0","17","493","273","165","253","0","17","165","253"
"1400000US36081084601","Census Tract 846.01, Queens County, New York","3017","261","753","196","202","117","42","50","1119","286","0","12","749","250","152","154","38","39","114","149"
"1400000US36081092900","Census Tract 929, Queens County, New York","6531","667","2285","498","50","70","0","17","1564","473","0","17","2295","696","337","264","147","138","190","233"
"1400000US36081093800","Census Tract 938, Queens County, New York","5024","634","3884","622","516","144","0","17","254","153","0","17","340","177","30","38","0","17","30","38"
"1400000US36081085500","Census Tract 855, Queens County, New York","6936","675","1027","371","346","263","0","17","4305","660","37","64","1021","481","200","125","126","96","74","85"
"1400000US36081017400","Census Tract 174, Queens County, New York","2455","284","312","131","1009","215","38","36","479","201","0","12","506","185","111","83","75","77","36","36"
"1400000US36081083700","Census Tract 837, Queens County, New York","5513","449","824","230","27","37","31","49","4291","504","0","17","93","99","247","193","88","107","159","175"
"1400000US36081085700","Census Tract 857, Queens County, New York","5332","418","673","227","101","55","112","150","4039","471","0","17","337","199","70","46","19","29","51","39"
"1400000US36081086300","Census Tract 863, Queens County, New York","6461","701","953","618","94","59","0","17","4758","627","33","46","606","526","17","29","0","17","17","29"
"1400000US36081087100","Census Tract 871, Queens County, New York","2554","276","264","136","555","183","0","12","1226","225","0","12","362","148","147","111","25","29","122","106"
"1400000US36081091601","Census Tract 916.01, Queens County, New York","3540","423","3378","397","21","22","0","12","20","23","0","12","121","188","0","12","0","12","0","12"
"1400000US36081094201","Census Tract 942.01, Queens County, New York","3280","478","1462","412","977","275","208","227","39","59","0","12","561","283","33","45","0","12","33","45"
"1400000US36081103300","Census Tract 1033, Queens County, New York","4264","427","2705","336","47","71","26","42","1355","332","0","12","45","42","86","86","0","12","86","86"
"1400000US36081010200","Census Tract 102, Queens County, New York","2877","389","384","153","438","203","0","12","955","245","0","12","866","344","234","95","130","79","104","49"
"1400000US36081011300","Census Tract 113, Queens County, New York","4453","378","3204","382","68","54","0","12","677","230","0","12","423","290","81","64","45","57","36","31"
"1400000US36081011400","Census Tract 114, Queens County, New York","1382","232","557","225","209","170","0","12","341","156","0","12","213","145","62","79","62","79","0","12"
"1400000US36081012602","Census Tract 126.02, Queens County, New York","2720","362","1007","246","72","42","35","50","671","251","0","12","856","267","79","57","79","57","0","12"
"1400000US36081012800","Census Tract 128, Queens County, New York","2372","247","1469","283","164","130","0","12","342","181","0","12","278","157","119","95","57","74","62","61"
"1400000US36081013000","Census Tract 130, Queens County, New York","1521","218","780","193","52","80","0","12","376","192","0","12","264","138","49","42","10","16","39","32"
"1400000US36081014400","Census Tract 144, Queens County, New York","1970","302","613","255","182","90","9","13","835","242","0","12","117","70","214","137","51","81","163","110"
"1400000US36081014800","Census Tract 148, Queens County, New York","1896","251","267","114","237","139","0","12","795","245","0","12","560","234","37","41","0","12","37","41"
"1400000US36081017600","Census Tract 176, Queens County, New York","2170","221","202","113","1140","258","0","12","411","146","0","12","300","156","117","78","0","12","117","78"
"1400000US36081017900","Census Tract 179, Queens County, New York","1081","138","544","130","47","34","0","12","417","154","0","12","62","47","11","12","11","12","0","12"
"1400000US36081018402","Census Tract 184.02, Queens County, New York","2286","330","197","120","1601","296","7","16","96","106","0","12","259","142","126","89","14","23","112","88"
"1400000US36081019600","Census Tract 196, Queens County, New York","2900","395","69","38","1578","380","55","85","218","124","0","12","750","271","230","159","58","49","172","152"
"1400000US36081022900","Census Tract 229, Queens County, New York","47","72","0","12","0","12","0","12","0","12","0","12","23","35","24","37","24","37","0","12"
"1400000US36081023000","Census Tract 230, Queens County, New York","1968","241","951","248","100","69","0","12","550","181","0","12","349","224","18","16","5","8","13","14"
"1400000US36081102900","Census Tract 1029, Queens County, New York","3966","354","2901","391","70","35","0","12","671","285","14","22","236","242","74","102","0","12","74","102"
"1400000US36081099701","Census Tract 997.01, Queens County, New York","3014","241","2511","242","11","17","8","13","418","188","0","12","0","12","66","69","10","15","56","66"
"1400000US36081140300","Census Tract 1403, Queens County, New York","2318","199","906","181","5","7","0","12","1321","182","0","12","86","82","0","12","0","12","0","12"
"1400000US36081119100","Census Tract 1191, Queens County, New York","2987","453","455","191","0","12","0","12","1880","359","0","12","596","326","56","82","39","86","17","26"
"1400000US36081119300","Census Tract 1193, Queens County, New York","1997","211","452","129","35","39","0","12","1337","189","0","12","153","108","20","17","0","12","20","17"
"1400000US36081129102","Census Tract 1291.02, Queens County, New York","4142","285","2475","347","25","35","182","265","1226","334","0","12","95","132","139","108","79","95","60","46"
"1400000US36081022001","Census Tract 220.01, Queens County, New York","6124","454","2468","479","1002","300","0","17","1354","369","0","17","1127","520","173","93","81","65","92","67"
"1400000US36081024300","Census Tract 243, Queens County, New York","5545","584","3167","477","37","36","8","14","2093","436","0","17","100","74","140","120","75","94","65","72"
"1400000US36081027000","Census Tract 270, Queens County, New York","2071","302","145","143","1635","362","0","12","45","50","0","12","200","222","46","37","20","32","26","24"
"1400000US36081027800","Census Tract 278, Queens County, New York","2348","295","55","41","1985","335","0","12","12","16","0","12","168","133","128","139","0","12","128","139"
"1400000US36081028100","Census Tract 281, Queens County, New York","4819","568","3243","606","51","48","17","32","760","179","19","32","390","232","339","237","156","196","183","114"
"1400000US36081033401","Census Tract 334.01, Queens County, New York","3486","363","77","66","2994","379","0","12","122","115","0","12","273","157","20","29","0","12","20","29"
"1400000US36081034700","Census Tract 347, Queens County, New York","3123","283","1062","242","439","136","51","54","420","123","0","12","1102","282","49","41","12","16","37","32"
"1400000US36081037600","Census Tract 376, Queens County, New York","6094","533","72","84","5540","538","13","20","213","235","0","17","199","187","57","53","5","8","52","52"
"1400000US36081039900","Census Tract 399, Queens County, New York","4196","670","2232","688","383","186","68","84","137","97","0","12","1292","515","84","70","75","66","9","19"
"1400000US36081040400","Census Tract 404, Queens County, New York","4103","454","68","62","3523","499","7","12","185","123","0","12","221","153","99","112","65","98","34","54"
"1400000US36081043900","Census Tract 439, Queens County, New York","3834","457","2284","396","67","47","69","110","560","277","0","12","762","349","92","88","70","79","22","35"
"1400000US36081045600","Census Tract 456, Queens County, New York","1322","173","142","109","38","35","0","12","937","179","0","12","156","126","49","50","5","7","44","48"
"1400000US36081045800","Census Tract 458, Queens County, New York","2291","216","339","128","215","113","61","93","1431","213","0","12","159","104","86","64","0","12","86","64"
"1400000US36081046700","Census Tract 467, Queens County, New York","5982","1002","2555","965","33","53","34","52","1532","647","0","17","1747","724","81","117","19","31","62","111"
"1400000US36081047800","Census Tract 478, Queens County, New York","5295","634","1167","374","1233","449","11","22","1644","410","0","17","861","569","379","302","184","202","195","231"
"1400000US36081049500","Census Tract 495, Queens County, New York","1571","215","1239","193","142","115","2","10","118","88","0","12","43","48","27","32","21","30","6","9"
"1400000US36081051200","Census Tract 512, Queens County, New York","2763","383","20","20","1949","375","0","12","119","108","0","12","647","249","28","27","6","11","22","23"
"1400000US36081113900","Census Tract 1139, Queens County, New York","3320","283","1615","279","68","69","10","15","1299","279","0","12","216","149","112","123","0","12","112","123"
"1400000US36081114700","Census Tract 1147, Queens County, New York","1712","218","1065","201","0","12","0","12","527","136","0","12","77","116","43","47","0","12","43","47"
"1400000US36081073100","Census Tract 731, Queens County, New York","1535","166","995","150","23","36","0","12","448","123","0","12","44","36","25","24","0","12","25","24"
"1400000US36081074700","Census Tract 747, Queens County, New York","3580","516","1663","508","87","65","35","59","1452","298","0","12","166","147","177","148","36","41","141","139"
"1400000US36081077300","Census Tract 773, Queens County, New York","2091","205","1394","201","72","65","0","12","347","126","0","12","135","103","143","96","23","36","120","89"
"1400000US36081078800","Census Tract 788, Queens County, New York","1982","313","75","79","1216","257","0","12","224","160","0","12","442","234","25","42","25","42","0","12"
"1400000US36081081400","Census Tract 814, Queens County, New York","3709","551","559","300","1845","513","0","12","967","462","0","12","293","235","45","41","37","38","8","14"
"1400000US36081088400","Census Tract 884, Queens County, New York","8248","698","7065","687","92","98","0","17","161","207","0","17","595","388","335","221","199","179","136","133"
"1400000US36081092200","Census Tract 922, Queens County, New York","2025","207","1984","213","0","12","6","9","35","54","0","12","0","12","0","12","0","12","0","12"
"1400000US36081096400","Census Tract 964, Queens County, New York","6021","599","1204","403","3496","556","0","17","630","250","0","17","546","391","145","106","124","102","21","28"
"1400000US36081000800","Census Tract 8, Queens County, New York","3136","330","1276","361","135","116","35","54","767","211","0","12","781","319","142","106","79","66","63","69"
"1400000US36081097202","Census Tract 972.02, Queens County, New York","3170","307","487","171","2350","286","25","35","12","13","0","12","227","174","69","38","40","32","29","20"
"1400000US36081097300","Census Tract 973, Queens County, New York","1730","256","1486","242","0","12","0","12","143","102","0","12","46","52","55","59","44","54","11","16"
"1400000US36081101700","Census Tract 1017, Queens County, New York","6016","561","4113","536","72","49","0","17","1380","358","0","17","243","334","208","139","57","74","151","119"
"1400000US36081001400","Census Tract 14, Queens County, New York","4152","572","1846","575","140","151","0","12","743","237","0","12","829","360","594","511","556","509","38","61"
"1400000US36081001600","Census Tract 16, Queens County, New York","2644","369","863","254","270","167","0","12","534","187","0","12","665","310","312","215","201","198","111","85"
"1400000US36081001900","Census Tract 19, Queens County, New York","3374","397","1681","255","94","49","9","14","1231","284","0","12","134","140","225","97","28","47","197","91"
"1400000US36081002600","Census Tract 26, Queens County, New York","2411","304","1098","292","127","74","0","12","409","178","0","12","707","346","70","67","10","15","60","70"
"1400000US36081002800","Census Tract 28, Queens County, New York","3382","505","1381","407","209","143","52","65","701","170","0","12","705","282","334","227","186","186","148","92"
"1400000US36081004001","Census Tract 40.01, Queens County, New York","2358","277","1113","255","53","36","0","12","452","207","5","30","642","212","93","67","83","66","10","11"
"1400000US36081005400","Census Tract 54, Queens County, New York","6029","436","1935","469","362","168","0","17","1726","456","0","17","1472","436","534","270","174","111","360","255"
"1400000US36081005800","Census Tract 58, Queens County, New York","6182","482","3007","494","737","331","0","17","830","314","0","17","1360","492","248","131","78","59","170","120"
"1400000US36081006300","Census Tract 63, Queens County, New York","5185","422","3558","494","103","89","25","41","906","262","0","17","335","272","258","171","100","133","158","112"
"1400000US36081008800","Census Tract 88, Queens County, New York","3845","476","2506","522","245","191","0","12","368","221","0","12","658","329","68","69","58","63","10","16"
"1400000US36081009700","Census Tract 97, Queens County, New York","3718","399","2784","354","77","52","0","12","582","309","0","12","129","107","146","67","27","30","119","61"
"1400000US36081010600","Census Tract 106, Queens County, New York","3963","427","267","112","703","313","0","12","1624","405","0","12","1023","327","346","225","341","225","5","8"
"1400000US36081023500","Census Tract 235, Queens County, New York","8065","731","4212","842","171","138","0","17","2447","769","0","17","1095","406","140","103","64","81","76","60"
"1400000US36081028400","Census Tract 284, Queens County, New York","4157","496","88","113","3540","542","0","12","76","96","0","12","336","244","117","140","103","140","14","36"
"1400000US36081029100","Census Tract 291, Queens County, New York","6299","700","1787","394","115","74","57","81","3763","657","0","17","415","303","162","154","110","137","52","75"
"1400000US36081038400","Census Tract 384, Queens County, New York","2272","262","48","51","2203","265","0","12","16","24","0","12","0","12","5","10","5","10","0","12"
"1400000US36081040100","Census Tract 401, Queens County, New York","7779","821","3096","697","162","157","19","31","971","327","0","17","3398","890","133","129","56","73","77","92"
"1400000US36081041100","Census Tract 411, Queens County, New York","3902","439","1361","441","127","90","59","95","731","225","0","12","1601","402","23","26","15","22","8","12"
"1400000US36081041400","Census Tract 414, Queens County, New York","4409","511","198","149","3314","591","0","12","151","133","0","12","699","360","47","55","0","12","47","55"
"1400000US36081043200","Census Tract 432, Queens County, New York","1302","199","9","13","1210","200","0","12","58","66","0","12","10","14","15","17","4","8","11","15"
"1400000US36081044601","Census Tract 446.01, Queens County, New York","3144","321","259","186","950","188","53","98","663","280","8","14","1195","303","16","17","16","17","0","12"
"1400000US36081045700","Census Tract 457, Queens County, New York","3058","495","350","138","0","12","0","12","2130","499","0","12","578","324","0","12","0","12","0","12"
"1400000US36081045900","Census Tract 459, Queens County, New York","3485","486","547","300","72","108","0","12","1789","380","0","12","972","451","105","94","37","57","68","68"
"1400000US36081118100","Census Tract 1181, Queens County, New York","1612","198","730","171","38","43","0","12","709","211","0","12","117","76","18","20","0","12","18","20"
"1400000US36081120500","Census Tract 1205, Queens County, New York","2748","370","209","90","126","99","22","32","2337","401","0","12","0","12","54","63","0","12","54","63"
"1400000US36081146300","Census Tract 1463, Queens County, New York","3043","362","1611","379","98","92","0","12","1070","233","0","12","264","275","0","12","0","12","0","12"
